uid,city,source,title,description_en,domain,cluster,indicator_direct,fit,proxy_link,spans,spatial_label,temporal_label,year_min,year_max,year_span_elapsed,spatial_evidence,temporal_depth_evidence,cadence_evidence,resource_url,declared_spatial_coverage,declared_temporal_coverage,round_tag,source_row
df_c::23806,Antwerp,GIK / Stad in Cijfers (df_c),% koelteplek plein,"% cool spot on a square: Percentage of area of ​​a cool spot on a square compared to the surface of the square. By cool spot we mean the area that is exposed to no heat stress. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. By",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),single year; one-off,2015,2015,0,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=prc_koelteplek_plein,,,,4643
df_c::22672,Antwerp,GIK / Stad in Cijfers (df_c),% gezinnen/ woningen blootgesteld aan matige hittestress,"% families/homes exposed to moderate heat stress: The share of families/homes (houses and apartments) exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 ye",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_hh_hittestress_matig,,,,4644
df_c::22671,Antwerp,GIK / Stad in Cijfers (df_c),% gezinnen/ woningen blootgesteld aan geen hittestress,"% families/homes exposed to no heat stress: The share of families/homes (houses and apartments) that are exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_hh_hittestress_geen,,,,4645
df_c::22673,Antwerp,GIK / Stad in Cijfers (df_c),% gezinnen/ woningen blootgesteld aan sterke hittestress,"% families/homes exposed to strong heat stress: The share of families/homes (houses and apartments) that are exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_hh_hittestress_sterk,,,,4646
df_c::22674,Antwerp,GIK / Stad in Cijfers (df_c),% gezinnen/ woningen blootgesteld aan matige tot sterke hittestress,"% of families/homes exposed to moderate to strong heat stress: The share of families/homes (houses and apartments) that are exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and mate",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_hh_hittestress_matig_sterk,,,,4647
df_c::22659,Antwerp,GIK / Stad in Cijfers (df_c),% 65-plussers blootgesteld aan matige hittestress,"% of people over 65 exposed to moderate heat stress: The share of people over 65 who are exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During h",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_lf65jeo_hittestress_matig,,,,4648
df_c::22665,Antwerp,GIK / Stad in Cijfers (df_c),% 65-plussers blootgesteld aan matige tot sterke hittestress,"% of people over 65 exposed to moderate to strong heat stress: The share of people over 65 who are exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created eve",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_lf65jeo_hittestress_matig_sterk,,,,4649
df_c::22656,Antwerp,GIK / Stad in Cijfers (df_c),% 65-plussers blootgesteld aan geen hittestress,"% of people over 65 exposed to no heat stress: The share of people over 65 who are exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves an",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_lf65jeo_hittestress_geen,,,,4650
df_c::22662,Antwerp,GIK / Stad in Cijfers (df_c),% 65-plussers blootgesteld aan sterke hittestress,"% of people over 65 exposed to strong heat stress: The share of people over 65 who are exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_lf65jeo_hittestress_sterk,,,,4651
df_c::22657,Antwerp,GIK / Stad in Cijfers (df_c),% inwoners blootgesteld aan matige hittestress,"% of residents exposed to moderate heat stress: The share of residents exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and espe",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_inw_hittestress_matig,,,,4652
df_c::22663,Antwerp,GIK / Stad in Cijfers (df_c),% inwoners blootgesteld aan matige tot sterke hittestress,"% of residents exposed to moderate to strong heat stress: The share of residents exposed to moderate to high heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During h",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_inw_hittestress_matig_sterk,,,,4653
df_c::22654,Antwerp,GIK / Stad in Cijfers (df_c),% inwoners blootgesteld aan geen hittestress,"% of residents exposed to no heat stress: The share of residents exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especially at ni",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_inw_hittestress_geen,,,,4654
df_c::22660,Antwerp,GIK / Stad in Cijfers (df_c),% inwoners blootgesteld aan sterke hittestress,"% of residents exposed to strong heat stress: The share of residents exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especial",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=pct_inw_hittestress_sterk,,,,4655
df_c::23805,Antwerp,GIK / Stad in Cijfers (df_c),% inwoners op 2 min. te voet van koelteplek,"% of residents within a 2-minute walk of a cool place: The share of residents who live within a maximum of 2 minutes (150 m) walk of a cool place in green areas, squares or nature. By cool spot we mean the area that is exposed to no heat stress. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and ra",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),single year; one-off,2015,2015,0,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=prc_bereik_koelteplek_inw,,,,4656
df_c::22608,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte blootgesteld aan matige hittestress,"Area exposed to moderate heat stress: The area exposed to moderate heat stress or a 'feeling of discomfort' in warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especially at night, heat st",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=opp_hittestress_matig,,,,4657
df_c::22610,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte blootgesteld aan matige tot sterke hittestress,"Area exposed to moderate to strong heat stress: The area exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especial",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=opp_hittestress_matig_sterk,,,,4658
df_c::22607,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte blootgesteld aan geen hittestress,"Area exposed to no heat stress: The area exposed to no heat stress or a 'feeling of discomfort' in warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especially at night, heat stress can lea",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=opp_hittestress_geen,,,,4659
df_c::22609,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte blootgesteld aan sterke hittestress,"Area exposed to strong heat stress: The area exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especially at night, heat stress",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=opp_hittestress_sterk,,,,4660
df_c::23811,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte koelteplek natuur per inwoner,"Area of ​​cool place in nature per inhabitant: Area of ​​cool place in nature per inhabitant. By cool spot we mean the area that is exposed to no heat stress. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. By natural green we m",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),single year; one-off,2015,2015,0,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=opp_koelteplek_natuurovw_inw,,,,4661
df_c::23810,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte koelteplek gebruiksgroen per inwoner,"Area of ​​cool place in use green per inhabitant: Area of ​​cool place in use green per inhabitant. By cool spot we mean the area that is exposed to no heat stress. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. By practical gr",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),single year; one-off,2015,2015,0,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=opp_koelteplek_gebruiksgroen_inw,,,,4662
df_c::23809,Antwerp,GIK / Stad in Cijfers (df_c),Oppervlakte koelteplek plein per inwoner,"Area of ​​cool place on a square per inhabitant: Surface area of ​​cool place on a square per inhabitant. By cool spot we mean the area that is exposed to no heat stress. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. By square",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),single year; one-off,2015,2015,0,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=opp_koelteplek_plein_inw,,,,4663
df_g::508,Antwerp,ArcGIS - Antwerpen geodata (df_g),Hittekaarten,"Heat maps: Download: https://s3-ant1.antwerpen.be/prd-open-data-datatank/raster/Hittekaart_dag.zip Heat maps SW/EMA
The urban heat island effect (SHE) occurs when a temperature difference occurs between the city and the surrounding countryside and is mainly the result of the built-up and paved environment.The SHE is largest at night and is especially noticeable during the summer months.The most well-known consequence of this effect is 'heat stress' or the 'feeling of discomfort' at warm temperat",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Point-feature,unknown depth; unknown cadence,,,,pipeline,UNKNOWN,UNKNOWN,https://s3-ant1.antwerpen.be/prd-open-data-datatank/raster/Hittekaart_dag.zip,,,,4664
df_c::22640,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 0 tem 5j. blootgesteld aan matige hittestress,"Number 0 to 5 years.exposed to moderate heat stress: The number of 0 to 5 year olds exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat w",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=lf0_5j_hittestress_matig,,,,4665
df_c::22648,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 0 tem 5j. blootgesteld aan matige tot sterke hittestress,"Number 0 to 5 years.exposed to moderate to strong heat stress: The number of 0 to 5 year olds exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=lf0_5j_hittestress_matig_sterk,,,,4666
df_c::22636,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 0 tem 5j. blootgesteld aan geen hittestress,"Number 0 to 5 years.exposed to no heat stress: The number of 0 to 5 year olds who are exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=lf0_5j_hittestress_geen,,,,4667
df_c::22644,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 0 tem 5j. blootgesteld aan sterke hittestress,"Number 0 to 5 years.exposed to strong heat stress: The number of 0 to 5 year olds who are exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During he",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=lf0_5j_hittestress_sterk,,,,4668
df_c::22639,Antwerp,GIK / Stad in Cijfers (df_c),Aantal gezinnen/ woningen blootgesteld aan matige hittestress,"Number of families/homes exposed to moderate heat stress: The number of families/homes (houses and apartments) exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created e",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=hh_hittestress_matig,,,,4669
df_c::22647,Antwerp,GIK / Stad in Cijfers (df_c),Aantal gezinnen/ woningen blootgesteld aan matige tot sterke hittestress,"Number of families/homes exposed to moderate to strong heat stress: The number of families/homes (houses and apartments) exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materia",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=hh_hittestress_matig_sterk,,,,4670
df_c::22635,Antwerp,GIK / Stad in Cijfers (df_c),Aantal gezinnen/ woningen blootgesteld aan geen hittestress,"Number of families/homes exposed to no heat stress: The number of families/homes (houses and apartments) that are exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created ever",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=hh_hittestress_geen,,,,4671
df_c::22643,Antwerp,GIK / Stad in Cijfers (df_c),Aantal gezinnen/ woningen blootgesteld aan sterke hittestress,"Number of families/homes exposed to strong heat stress: The number of families/homes (houses and apartments) exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=hh_hittestress_sterk,,,,4672
df_c::22646,Antwerp,GIK / Stad in Cijfers (df_c),Aantal inwoners blootgesteld aan matige tot sterke hittestress,"Number of inhabitants exposed to moderate to strong heat stress: The number of inhabitants exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 yea",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=inw_hittestress_matig_sterk,,,,4673
df_c::22642,Antwerp,GIK / Stad in Cijfers (df_c),Aantal inwoners blootgesteld aan sterke hittestress,"Number of inhabitants exposed to strong heat stress: The number of inhabitants exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves an",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=inw_hittestress_sterk,,,,4674
df_c::22641,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 65-plussers blootgesteld aan matige hittestress,"Number of people over 65 exposed to moderate heat stress: The number of people over 65 exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During hea",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=lf65jeo_hittestress_matig,,,,4675
df_c::22649,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 65-plussers blootgesteld aan matige tot sterke hittestress,"Number of people over 65 exposed to moderate to strong heat stress: The number of people over 65 exposed to moderate to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; multi-year,2012,2015,3,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=lf65jeo_hittestress_matig_sterk,,,,4676
df_c::22637,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 65-plussers blootgesteld aan geen hittestress,"Number of people over 65 exposed to no heat stress: The number of people over 65 who are exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat wa",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=lf65jeo_hittestress_geen,,,,4677
df_c::22645,Antwerp,GIK / Stad in Cijfers (df_c),Aantal 65-plussers blootgesteld aan sterke hittestress,"Number of people over 65 exposed to strong heat stress: The number of people over 65 who are exposed to strong heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=lf65jeo_hittestress_sterk,,,,4678
df_c::22638,Antwerp,GIK / Stad in Cijfers (df_c),Aantal inwoners blootgesteld aan matige hittestress,"Number of residents exposed to moderate heat stress: The number of residents exposed to moderate heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves an",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=inw_hittestress_matig,,,,4679
df_c::22634,Antwerp,GIK / Stad in Cijfers (df_c),Aantal inwoners blootgesteld aan geen hittestress,"Number of residents exposed to no heat stress: The number of residents exposed to no heat stress or a 'feeling of discomfort' at warm temperatures. The heat stress map is divided into: no heat stress, moderate heat stress, strong heat stress or moderate to strong heat stress.This radiation temperature map is a modeled map composed of: shadow effects, evaporation, wind effects and heat storage and radiation of buildings and materials.This is created every 5 years. During heat waves and especially",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (neighbourhood-block),2-4 years; annual-or-finer,2012,2015,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=inw_hittestress_geen,,,,4680
df_g::78,Antwerp,ArcGIS - Antwerpen geodata (df_g),bereik_koelteplek_bouwblok,"reach_coolingplace_building block: Layer with reach zone of the cool places in functional greenery, square or nature at building block level (150 m and 2 min. walk).(geodata portal, open geodata portal, calculated in city in figures) This data layer is updated every 5 years, when a heat map is drawn up again.The facility has a certain range based on walking distance, taking into account important barriers (water, ring road, highway, rail, etc.) and safe crossings for vulnerable road users (tunne",Supportive recreational and sports environment,Green space and parks,,Relevant proxy,,,Sub-city (district-zone),unknown depth; unknown cadence,,,,pipeline,UNKNOWN,UNKNOWN,https://geodata.antwerpen.be/arcgissql/rest/services/P_Portal/portal_publiek12/MapServer/46,,,,4681
